idx,seed,dataset,accuracy_fp32,accuracy_esp,key,espdl_size_bytes,torch_size_bytes,edgegpu_latency,edgegpu_energy,raspi4_latency,edgetpu_latency,pixel3_latency,eyeriss_latency,eyeriss_energy,eyeriss_arithmetic_intensity,fpga_latency,fpga_energy,average_hw_metric,arch_index,flop,test_acc,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5
8810,888,cifar10,87.46,73.07,200,456448,1863526,5.840725898742676,26.16061130046844,25.570185300020967,1.5466047789959705,10.1785,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,47298547.277704574,8810,47.10465,87.47,skip_connect,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3
7780,888,cifar10,89.77,87.3,200,305568,1010541,5.125632286071777,22.368259296417236,12.882444740025676,1.2402347629977155,6.503310000000001,5.120180000000002,0.9651055645,4.181177211239183,2.98256,20.87792,3665664.7789915255,7780,15.64737,89.77,avg_pool_3x3,skip_connect,avg_pool_3x3,nor_conv_1x1,none,nor_conv_1x1
7494,888,cifar10,92.85,92.53,200,768064,3184806,7.776284217834473,35.428750896453856,48.67519842002366,1.6598891179964994,16.0366,8.069300000000002,1.5915300444999998,13.82568704312304,5.49776,38.48432,969945581.6630766,7494,86.42625,92.86,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3
8474,888,cifar10,89.08,88.94,200,369520,1422333,6.111721992492676,26.671554775238036,12.087287539980023,0.7460254399993573,4.78533,2.662580000000001,0.4719554205,11.627845674811674,3.19376,22.35632,631120.8759727918,8474,23.51169,89.08,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_1x1,none,nor_conv_1x1
7820,888,cifar10,92.52,91.85,200,753280,2936309,5.741405487060547,26.37601680755615,41.90167502005352,1.2087272400021902,14.9261,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,136450125.79419857,7820,82.49409,92.52,skip_connect,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,none,nor_conv_3x3
8889,888,cifar10,88.38,80.58,200,258016,1003558,5.086040496826172,22.393836307525635,13.693490339937853,1.2793272039998556,5.18355,5.120180000000002,0.9651055645,4.181177211239183,2.98256,20.87792,3182496.001547287,8889,15.64737,88.38,skip_connect,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1
8382,888,cifar10,91.31,56.84,200,560720,2083189,5.2109479904174805,23.53785207271576,25.93564590002643,-1.0,11.5544,5.120180000000003,1.0004950045,13.63768779714061,3.83056,26.813920000000003,-19339746.005925737,8382,51.03681,91.33,none,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,none,nor_conv_3x3
7909,888,cifar10,92.91,92.9,200,769600,2918909,5.256142616271973,24.213296985626226,38.50689927996427,0.7939122349998797,15.5858,4.874420000000002,1.0046367165,24.63910533031311,4.16336,29.14352,36031237.339651614,7909,82.49409,92.91,none,nor_conv_1x1,none,nor_conv_3x3,skip_connect,nor_conv_3x3
8183,888,cifar10,10.0,10.0,200,162560,544946,0.5954933166503906,2.416511878967285,0.0116745800187345,-1.0,0.00585468,3.154100000000001,0.6247873085,4.5797302195526095,1.54256,10.79792,-0.0032284947422332,8183,7.78305,10.0,avg_pool_3x3,skip_connect,none,none,none,none
7450,888,cifar10,92.21,92.18,200,500032,1828029,4.419598579406738,20.1356911277771,21.70273026000359,0.6544155450028484,8.56842,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032,1504670.469491009,7450,47.10465,92.22,none,skip_connect,skip_connect,nor_conv_3x3,none,nor_conv_1x1
7516,888,cifar10,75.77,58.51,200,187968,562794,2.919793128967285,13.974129915237429,5.415058139988105,0.6045282109989785,2.59022,4.628660000000002,0.9026101085,2.6348779358235475,1.95216,13.66512,38558.27005637335,7516,7.78305,75.76,none,none,avg_pool_3x3,avg_pool_3x3,skip_connect,none
8553,888,cifar10,92.08,91.76,200,566336,2324710,6.965761184692383,30.758479471206662,38.15788506006356,1.5568006500034244,14.1833,6.840500000000004,1.3095655325000002,10.196478337132277,4.75536,33.28752,255981132.5833593,8553,54.96897,92.08,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1
7790,888,cifar10,91.9,23.93,200,766416,2943413,5.338883399963379,25.00555021762848,41.43633603998751,-1.0,17.2658,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,-113840127.20241286,7790,82.49409,91.91,none,none,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3
7722,888,cifar10,92.06,74.64,200,485248,1821437,5.691323280334473,25.491436972618104,22.77538555994397,-1.0,8.01348,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032,-3678898.227606077,7722,47.10465,92.05,none,nor_conv_3x3,nor_conv_1x1,skip_connect,skip_connect,skip_connect
8876,888,cifar10,88.89,88.1,200,745488,2918653,2.7947521209716797,12.19629825592041,4.861280199984321,0.3916772919983486,2.20017,4.874420000000002,1.0046367165,24.63910533031311,4.16336,29.14352,84844.67317895584,8876,82.49409,88.91,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,none,skip_connect,none
8970,888,cifar10,89.24,85.53,200,527632,1877229,5.13646125793457,23.401717491149903,28.751024439989123,-1.0,9.94254,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,-26423996.55721839,8970,47.10465,89.23,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1
8723,888,cifar10,92.65,92.6,200,769008,3135542,6.155486106872559,28.35627266565959,41.29621346000931,1.0565684160028468,16.615299999999998,5.120180000000003,1.0358844445,23.09419838304203,4.67856,32.74992,102836320.66761732,8723,86.42625,92.65,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_3x3
9002,888,cifar10,92.42,92.07,200,504432,2044854,5.482015609741211,24.34563132286072,24.354726299934555,0.8577968199970201,8.61032,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672,5181494.814725225,9002,51.03681,92.42,skip_connect,skip_connect,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1
8036,888,cifar10,75.06,60.74,200,495936,1852725,2.694740295410156,11.864941520690918,5.384158340020804,0.6103187090047868,3.1031999999999997,4.874420000000002,0.9692472765,14.069085832664296,3.31536,23.20752,118517.84740766093,8036,47.10465,75.07,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,none,skip_connect,none
8193,888,cifar10,87.42,80.69,200,231648,979118,5.777702331542969,24.99434028625488,11.238119100016776,1.0234638510009972,5.02158,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072,968443.5830061784,8193,15.64737,87.41,skip_connect,skip_connect,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect
8788,888,cifar10,87.96,79.83,200,497280,1870381,4.001059532165527,17.30858353614807,10.47746787997312,1.01334041699738,4.99991,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,2827134.7975113885,8788,47.10465,87.96,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,none
7989,888,cifar10,92.96,92.9,200,714896,2929646,5.438232421875,25.401983642578124,41.65096687996993,1.3140033640011095,17.4813,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,157529232.11977884,7989,82.49409,92.96,skip_connect,avg_pool_3x3,nor_conv_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1
8676,888,cifar10,87.88,87.58,200,971792,3802869,3.184967041015625,15.60793098449707,22.9485189600382,-1.0,8.99676,7.577780000000003,1.5644240285,20.86006697108513,5.31536,37.20752,-24063065.564928293,8676,113.95137,87.88,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,none,avg_pool_3x3,none
8778,888,cifar10,86.93,82.63,200,221536,755445,4.803447723388672,20.65802750905355,11.22615403990494,0.8467727499955799,3.4969,3.3998600000000003,0.6560350365000001,5.5954684920829,2.05776,14.40432,218071.32058757337,8778,11.71521,86.93,skip_connect,avg_pool_3x3,none,nor_conv_1x1,skip_connect,skip_connect
8023,888,cifar10,88.63,34.59,200,717184,2755365,6.552629470825195,30.351779708862303,46.197045980006806,-1.0,20.251900000000003,9.05234,1.8068573885,11.695887305390931,4.87696,34.138720000000006,-506711677.50818485,8023,78.56193,88.64,none,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3
8204,888,cifar10,83.66,67.44,200,438160,1596605,3.76164436340332,16.848405103683472,19.452399840010912,-1.0,8.231530000000001,3.154100000000001,0.6601767485,25.40371154063418,2.39056,16.733919999999998,-845324.2008816008,8204,43.17249,83.67,none,skip_connect,none,skip_connect,nor_conv_3x3,skip_connect
8755,888,cifar10,89.91,89.75,200,456672,1622261,2.891354560852051,14.11270161151886,22.939197520026937,-1.0,7.55249,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,-1684618.383381459,8755,43.17249,89.91,skip_connect,avg_pool_3x3,none,skip_connect,none,nor_conv_3x3
8666,888,cifar10,91.08,90.29,200,285904,1209198,6.37331485748291,27.813146038055415,22.20617097991635,1.0451437539959445,5.8071,3.8913800000000016,0.7185304925,6.793315189634498,3.08816,21.61712,4459344.007440409,8666,19.57953,91.09,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,skip_connect,avg_pool_3x3,skip_connect
7440,888,cifar10,86.14,82.32,200,457984,1863526,5.599737167358398,25.081222772598267,26.85443497997767,1.4512767890046234,10.1834,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,42865856.41461267,7440,47.10465,86.13,avg_pool_3x3,skip_connect,nor_conv_1x1,skip_connect,nor_conv_3x3,avg_pool_3x3
9024,888,cifar10,75.53,24.54,200,443056,1627957,4.121923446655273,18.69910571575165,22.149420019995887,-1.0,7.54344,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,-3068839.6921745315,9024,43.17249,75.54,none,none,none,avg_pool_3x3,nor_conv_3x3,skip_connect
8820,888,cifar10,87.09,50.26,200,672400,2723686,5.80930233001709,26.540765911738077,43.26168661995325,1.554361770999094,18.3998,7.577780000000003,1.5290345885,14.38163596609415,4.46736,31.27152,308791495.6939933,8820,78.56193,87.09,skip_connect,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3
8351,888,cifar10,87.33,83.46,200,278176,1010413,6.31284236907959,27.71127371946971,12.860513999985416,1.2678339250051067,6.56883,5.120180000000003,0.9651055645,4.181177211239183,2.98256,20.87792,5765362.482774902,8351,15.64737,87.32,nor_conv_1x1,nor_conv_1x1,skip_connect,none,avg_pool_3x3,avg_pool_3x3
8072,888,cifar10,84.52,74.28,200,245312,811109,5.3475189208984375,23.33657257080078,13.065953100012848,1.3465741129984965,7.27455,6.348980000000003,1.2116806365,2.545403624468115,2.87696,20.13872,7119093.635234067,8072,11.71521,84.49,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,none,none,avg_pool_3x3
8901,888,cifar10,93.15,93.12,200,815488,3390766,7.997708320617676,40.25446540474891,46.7594801200903,1.4308072389976587,19.1671,6.840500000000004,1.3449549724999996,16.76104846320963,5.60336,39.22352,834790540.700323,8901,90.35841,93.15,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3
7932,888,cifar10,91.94,91.4,200,541808,2082677,4.525303840637207,20.26883590221405,25.096649859988247,-1.0,11.595,5.120180000000003,1.0004950045,13.63768779714061,3.83056,26.813920000000003,-14043837.23307904,7932,51.03681,91.94,nor_conv_1x1,none,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,none
7870,888,cifar10,92.78,92.48,200,482816,1827965,4.3062591552734375,19.45137260437011,22.49310875995434,0.6333238799998071,8.94402,3.399860000000001,0.6914244764999999,22.498323538851867,2.90576,20.34032,1482797.448421128,7870,47.10465,92.78,nor_conv_1x1,skip_connect,nor_conv_3x3,none,none,skip_connect
8340,888,cifar10,91.19,89.81,200,763456,2961325,3.6838150024414062,16.639792366027834,23.30279189998691,0.8831151890044566,10.6221,7.823540000000004,1.5602823165,14.084950458399808,4.98256,34.87792,28424381.28289944,8340,82.49409,91.19,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none
8394,888,cifar10,92.83,92.01,200,518064,2094374,6.235790252685547,28.088077894846595,26.830051340002683,1.445263066001644,13.3191,6.594740000000003,1.2783178045,10.214029718600305,4.24016,29.681120000000004,95974498.77688226,8394,51.03681,92.83,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,skip_connect,avg_pool_3x3,nor_conv_3x3
8580,888,cifar10,73.38,19.69,200,237632,804517,5.838136672973633,25.629419994354247,13.25928364007268,-1.0,7.44128,6.348980000000003,1.2116806365,2.545403624468115,2.87696,20.13872,-6580191.870359107,8580,11.71521,73.38,none,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,skip_connect
7810,888,cifar10,10.0,10.0,200,441296,1635573,0.5614948272705078,2.278546009063721,0.0121338399912929,-1.0,0.00506865,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,-0.0187506261127886,7810,43.17249,10.0,none,nor_conv_3x3,avg_pool_3x3,none,none,none
8831,888,cifar10,91.23,88.46,200,459344,1839086,6.204500198364258,27.397004709243777,26.74096489994554,1.1248198280009092,10.488,4.8744200000000015,0.9692472765,14.069085832664296,3.31536,23.20752,19493039.65731747,8831,47.10465,91.23,nor_conv_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,skip_connect,skip_connect
7527,888,cifar10,91.72,91.4,200,458592,1863718,5.090923309326172,22.99570058822632,26.205814379936783,1.3843696839976474,11.9018,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,38872428.49269199,7527,47.10465,91.72,skip_connect,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,nor_conv_3x3
8215,888,cifar10,88.77,18.92,200,736592,2718517,4.231929779052734,19.92815732955933,37.18016225997417,-1.0,16.4808,6.103220000000002,1.2512117885,18.66852444337987,4.05776,28.40432,-45483698.48260976,8215,78.56193,88.77,none,nor_conv_3x3,none,none,nor_conv_3x3,avg_pool_3x3
8765,888,cifar10,10.0,10.0,200,289136,999157,0.7793998718261719,3.192421875,0.3146591199038084,-1.0,0.127718,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072,-11.610314952744998,8765,15.64737,10.0,none,none,avg_pool_3x3,none,nor_conv_1x1,nor_conv_1x1
7462,888,cifar10,89.01,88.48,200,472192,1827965,2.84151554107666,12.400373821258546,4.990214419958647,0.3940213240057346,2.02516,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032,19494.24377434522,7462,47.10465,89.03,skip_connect,nor_conv_3x3,skip_connect,none,nor_conv_1x1,none
7954,888,cifar10,89.47,88.69,200,357760,1422333,6.422381401062012,27.78322194099426,17.350554799995734,0.7442130720010027,4.80192,2.662580000000001,0.4719554205,11.627845674811674,3.19376,22.35632,992682.854031398,7954,23.51169,89.45,skip_connect,nor_conv_1x1,nor_conv_1x1,none,nor_conv_1x1,nor_conv_1x1
9013,888,cifar10,92.4,92.18,200,781648,2918781,5.085296630859375,24.139903106689452,38.33604771993123,0.7589312519994564,15.472,4.8744200000000015,1.0046367165,24.63910533031311,4.16336,29.14352,32834167.41374304,9013,82.49409,92.41,nor_conv_3x3,none,nor_conv_1x1,none,skip_connect,nor_conv_3x3
8060,888,cifar10,88.94,8.5,200,296400,998197,3.1946420669555664,13.759323382377625,11.761409559985625,-1.0,3.06952,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072,-184255.34080986376,8060,15.64737,88.95,none,avg_pool_3x3,none,nor_conv_1x1,nor_conv_1x1,none
8689,888,cifar10,88.53,85.51,200,288688,992565,3.727340698242187,16.053656387329102,10.261035319999792,-1.0,4.50683,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072,-321296.78047450364,8689,15.64737,88.52,avg_pool_3x3,nor_conv_1x1,none,nor_conv_1x1,skip_connect,none
8699,888,cifar10,10.0,10.0,200,448192,1634549,0.638275146484375,2.6392677307128904,0.3841480999835767,-1.0,0.38564,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,-59.46943198851263,8699,43.17249,10.0,none,avg_pool_3x3,none,none,nor_conv_3x3,none
8541,888,cifar10,80.8,57.08,200,459024,1622197,2.707076072692871,11.71081109046936,23.069502339931205,-1.0,10.1003,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,-1760279.2917714303,8541,43.17249,80.82,nor_conv_3x3,avg_pool_3x3,none,skip_connect,none,skip_connect
8092,888,cifar10,92.72,92.34,200,504512,2044854,5.409336090087891,24.022861576080324,24.114322460009134,0.8565252180051175,9.99739,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672,5791317.013133704,8092,51.03681,92.72,skip_connect,skip_connect,skip_connect,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3
8364,888,cifar10,90.62,90.29,200,511632,1858229,3.2088232040405273,14.863269081115725,21.15441786001611,0.5228415009987657,8.753770000000001,4.874420000000002,0.9692472765,14.069085832664296,3.31536,23.20752,1678585.0698043164,8364,47.10465,90.63,nor_conv_3x3,avg_pool_3x3,none,none,nor_conv_1x1,none
8307,888,cifar10,92.43,92.24,200,713840,2730733,4.191789627075195,19.818781356811524,35.218524360025185,0.7439815850011655,14.8286,7.577780000000003,1.5290345885,14.38163596609415,4.46736,31.27152,52247938.75338883,8307,78.56193,92.43,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,none
8634,888,cifar10,91.17,90.92,200,574496,2083125,5.171947479248047,23.36168676376343,27.37090562004596,-1.0,9.63059,5.120180000000001,1.0004950044999998,13.63768779714061,3.83056,26.813920000000003,-16758035.10675611,8634,51.03681,91.17,avg_pool_3x3,none,nor_conv_1x1,nor_conv_1x1,none,nor_conv_3x3
8645,888,cifar10,75.64,20.64,200,424608,1633318,5.02138614654541,22.617996999422708,25.876854039961472,1.3253689850025694,11.7262,6.103220000000002,1.2158223485,10.258998026736016,3.20976,22.46832,24443064.13137643,8645,43.17249,75.65,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_3x3,skip_connect
8317,888,cifar10,10.0,10.0,200,495168,1840573,0.6156587600708008,2.52173828125,22.754251939986716,-1.0,8.868649999999999,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032,-43529.477936699535,8317,47.10465,10.0,none,nor_conv_3x3,none,none,nor_conv_1x1,none
8374,888,cifar10,88.81,88.47,200,535872,2058493,1.815156936645508,7.852368907928467,4.876061199975084,0.4064677889982704,2.19055,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672,13355.806231483904,8374,51.03681,88.82,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_1x1,none,none
8239,888,cifar10,91.63,90.84,200,511360,1845941,4.750461578369141,21.45783494949341,27.294659999970463,0.993073147998075,10.7461,4.874420000000002,0.9692472765,14.069085832664296,3.31536,23.20752,10793156.616102977,8239,47.10465,91.64,nor_conv_3x3,skip_connect,skip_connect,avg_pool_3x3,none,nor_conv_1x1
7920,888,cifar10,75.52,61.11,200,457072,1628853,2.776913642883301,12.226750769615172,22.63859746002709,-1.0,9.83031,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,-1800577.461521263,7920,43.17249,75.49,none,nor_conv_3x3,none,avg_pool_3x3,skip_connect,none
8622,888,cifar10,92.69,29.06,200,1048032,4232957,7.41457462310791,34.41660175681114,55.172856639983365,-1.0,23.394,6.594740000000003,1.3490966844999996,24.379052645567025,5.93616,41.55312,-722826677.0794146,8622,121.81569,92.67,none,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3
8443,888,cifar10,86.93,19.19,200,302688,1010413,5.239858627319336,22.866743049621583,15.165975039999466,1.240409976002411,6.4948999999999995,5.120180000000003,0.9651055645,4.181177211239183,2.98256,20.87792,4504726.249905272,8443,15.64737,86.92,nor_conv_1x1,skip_connect,nor_conv_1x1,avg_pool_3x3,none,avg_pool_3x3
8249,888,cifar10,90.87,88.87,200,496400,1846005,5.869269371032715,26.28845751285553,26.346733279933687,0.9837483130031616,10.8767,4.874420000000002,0.9692472765,14.069085832664296,3.31536,23.20752,15811535.051279057,8249,47.10465,90.88,nor_conv_1x1,avg_pool_3x3,skip_connect,none,nor_conv_3x3,skip_connect
8002,888,cifar10,93.95,93.42,200,985760,4020398,6.623959541320801,31.024418505032862,59.2540146799729,1.4976343439993798,24.4011,7.823540000000004,1.5956717564999998,20.127304633717245,5.83056,40.81392,1321964341.8803103,8002,117.88353,93.94,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,skip_connect,avg_pool_3x3,nor_conv_1x1
8613,888,cifar10,59.71,12.94,200,188288,549482,4.277429580688477,18.750112566947937,8.433660959999543,1.0820309850023475,4.551699999999999,4.628660000000002,0.9026101085,2.6348779358235475,1.95216,13.66512,371279.13767468825,8613,7.78305,59.74,skip_connect,avg_pool_3x3,skip_connect,none,skip_connect,avg_pool_3x3
8992,888,cifar10,92.54,92.39,200,987600,4020462,6.235742568969727,29.36411175727844,57.09743933999562,1.4661251069992431,22.373900000000003,7.823540000000004,1.5956717564999998,20.127304633717245,5.83056,40.81392,1018825590.1971,8992,117.88353,92.55,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3
7887,888,cifar10,89.49,10.85,200,531008,2118814,6.414833068847656,28.97580097198486,30.639321579947136,1.6894100469944533,15.0006,8.069300000000002,1.5561406045,8.164405637631305,4.64976,32.54832,274275786.0350257,7887,51.03681,89.49,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1
8102,888,cifar10,93.59,93.38,200,1266496,5316662,7.948236465454102,36.285686523914336,76.04693815999781,1.4371479059991543,30.0497,8.069300000000002,1.6623089244999996,25.148249854106517,7.19376,50.35632,4602427874.633375,8102,157.20513,93.59,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3
7550,888,cifar10,92.87,92.67,200,540672,2083253,5.7698774337768555,25.98945125420888,25.29942437999125,-1.0,10.2159,5.120180000000001,1.0004950045,13.63768779714061,3.83056,26.813920000000003,-20392651.75426539,7550,51.03681,92.86,none,nor_conv_3x3,none,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1
8657,888,cifar10,87.47,66.07,200,450208,1615605,4.968395233154297,22.316375255584717,20.68546227994375,0.9250232769991272,8.09315,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,4091635.3213750143,8657,43.17249,87.47,skip_connect,skip_connect,skip_connect,nor_conv_3x3,none,avg_pool_3x3
8843,888,cifar10,91.28,90.76,200,536928,2100909,7.147397994995117,31.60579393386841,27.19102624003426,1.513969918996736,11.6297,6.594740000000003,1.2783178045,10.214029718600305,4.24016,29.681120000000004,114742702.01585884,8843,51.03681,91.29,nor_conv_1x1,none,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3
8506,888,cifar10,92.08,92.08,200,944512,3772221,6.236405372619629,29.367232899665833,50.57410109999182,1.0433118770015426,21.6455,6.103220000000002,1.2866012285,27.07805086002373,4.90576,34.34032,276707501.4721655,8506,113.95137,92.08,skip_connect,none,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,skip_connect
8284,888,cifar10,92.88,92.21,200,574528,2530670,8.029141426086426,34.503227993249894,30.80413575997227,1.3978752919938415,13.4028,5.6117000000000035,1.0629904605,13.000115211034831,4.86096,34.026720000000005,157749422.31421956,8284,58.90113,92.87,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3
8856,888,cifar10,75.44,9.51,200,324256,1223157,5.926313400268555,25.86243167877197,12.26104707995546,-1.0,4.94598,3.8913800000000016,0.7185304925,6.793315189634498,3.08816,21.61712,-1734923.6178658805,8856,19.57953,75.44,none,none,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1
8137,888,cifar10,92.1,91.94,200,488768,1852725,3.4146547317504883,15.557166957855223,23.59285260004981,0.6540688890017918,8.97868,4.8744200000000015,0.9692472765,14.069085832664296,3.31536,23.20752,2675535.471453053,8137,47.10465,92.1,skip_connect,none,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,none
8744,888,cifar10,90.23,80.74,200,531824,1877357,3.969416618347168,17.929854865074155,27.734918419882888,-1.0,12.4108,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,-18839362.899552193,8744,47.10465,90.22,nor_conv_1x1,avg_pool_3x3,none,nor_conv_3x3,none,avg_pool_3x3
8486,888,cifar10,92.15,90.53,200,507152,2069358,6.517753601074219,29.02790195465088,29.571701180029777,1.2180120689954492,11.691,5.120180000000002,1.0004950045,13.63768779714061,3.83056,26.813920000000003,41919479.25592125,8486,51.03681,92.16,nor_conv_1x1,nor_conv_3x3,skip_connect,avg_pool_3x3,nor_conv_1x1,skip_connect
9037,888,cifar10,92.16,91.81,200,696208,2681533,3.283395767211914,14.831098680496217,19.275862819922622,0.5917480329953833,8.14085,4.628660000000002,0.9733889885,26.596398064089787,3.64816,25.53712,1898036.0866246263,9037,78.56193,92.16,nor_conv_3x3,skip_connect,nor_conv_3x3,skip_connect,skip_connect,none
8049,888,cifar10,92.78,92.31,200,781360,3184742,6.772799491882324,31.20002965927124,46.91113143999246,1.6453230699989945,20.0235,8.069300000000002,1.5915300444999998,13.82568704312304,5.49776,38.48432,887381990.3049833,8049,86.42625,92.79,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3
8082,888,cifar10,92.47,92.2,200,491072,1851637,4.8351240158081055,21.84025517940521,26.36168828001246,-1.0,10.6935,4.874420000000002,0.9692472765000002,14.069085832664296,3.31536,23.20752,-10821198.99047898,8082,47.10465,92.47,nor_conv_1x1,none,none,skip_connect,nor_conv_3x3,avg_pool_3x3
7540,888,cifar10,84.94,79.23,200,458640,1645677,4.38807487487793,19.992069129943847,26.465682839989313,-1.0,9.83274,6.103220000000002,1.2158223485,10.258998026736016,3.20976,22.46832,-12216920.333234554,7540,43.17249,84.93,avg_pool_3x3,skip_connect,none,none,nor_conv_3x3,avg_pool_3x3
8329,888,cifar10,54.25,10.72,200,194144,598682,4.700102806091309,20.694552655220033,16.146537300010095,1.6137788639971404,8.26531,7.577780000000003,1.4582557085000003,1.4247739561121917,2.77136,19.39952,12445305.934680177,8329,7.78305,54.26,skip_connect,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3
9085,888,cifar10,87.55,71.27,200,463424,1639917,5.035958290100098,22.492268376350403,26.618886979995295,1.2057638889964435,10.8012,6.103220000000002,1.2158223485,10.258998026736016,3.20976,22.46832,21014151.68598466,9085,43.17249,87.55,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,none,skip_connect
8383,888,cifar10,88.74,88.2,200,253600,985845,2.9459095001220703,12.913394293785096,12.079961280032876,-1.0,3.9548,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072,-211018.65023934093,8383,15.64737,88.77,avg_pool_3x3,skip_connect,nor_conv_1x1,skip_connect,nor_conv_1x1,none
